"time","Inf.Asintomaticos","Inf.Leves","Inf.Hosp","Inf.UCI","Total.infecciosos","Defunciones","Removidos","Defunciones_por_dia","Removidos_por_dia"
167,3256757.50343271,8328436.07379404,1712567.67924798,856283.844019216,14154045.1004939,877956.389516167,24042570.3453142,27338.8988197955,704009.138519235
168,3252860.10597434,8350393.25588506,1720108.81535874,860054.411902251,14183416.5891204,905418.157152756,24747692.6389191,27461.767636589,705122.293604936
169,3249342.46907705,8371535.37408673,1727391.85452262,863695.931318613,14211965.629005,932998.497094345,25453902.1472018,27580.3399415895,706209.508282639
170,3246174.62347242,8391893.44388484,1734425.66818493,867212.837990677,14239706.5735329,960693.369088256,26161176.2651622,27694.8719939105,707274.117960442
171,3243291.98756628,8411428.98216625,1741206.35828168,870603.182886204,14266530.5109004,988498.770057927,26869488.8501237,27805.4009696711,708312.584961444
172,3240602.30604555,8430045.6815377,1747719.29857213,873859.652884571,14292226.93904,1016410.54585904,27578804.4422796,27911.775801109,709315.592155878
173,3237992.75920683,8447601.74703157,1753941.31598303,876970.66144892,14316506.4836704,1044424.23701701,28289073.6577858,28013.6911579772,710269.215506278
174,3235336.92818654,8463922.30176401,1759842.90374882,879921.455196248,14339023.5888956,1072534.95970054,29000229.7729286,28110.72268353,711156.115142785
175,3232501.33160166,8478811.30512892,1765390.36382838,882695.185105776,14359398.1856647,1100737.32111132,29712186.4491856,28202.3614107773,711956.676256966
176,3229351.33095736,8492062.57926068,1770547.80357436,885273.904853621,14377235.618646,1129025.36763856,30424836.5287535,28288.0465272376,712650.079567876
177,3225756.08266233,8503469.39434893,1775278.88865053,887639.447271471,14392143.8129333,1157392.57001166,31138052.0406795,28367.2023731032,713215.511926018
178,3221592.73482591,8512832.67255498,1779548.34876353,889774.177212451,14403747.9333569,1185831.82128386,31851684.5504747,28439.2512722011,713632.50979526
179,3216749.50364751,8519967.42934136,1783323.17968088,891661.59256013,14411701.7052299,1214335.46932163,32565566.6392942,28503.6480377689,713882.08881947
180,3211127.9360956,8524707.6955156,1786573.57063301,893286.787929556,14415695.9901738,1242895.35754655,33279513.5799366,28559.8882249175,713946.940642439
181,3204644.26821176,8526909.85833025,1789273.55027051,894636.777645849,14415464.4544584,1271502.88107403,33993325.4754058,28607.5235274762,713811.895469125
182,3197229.87168086,8526454.35042361,1791401.3352078,895700.670016051,14410786.2273283,1300149.05316504,34706789.6808626,28646.1720910189,713464.205456875
183,3188831.05766057,8523246.10652364,1792939.45342303,896469.729029084,14401486.3466363,1328824.57376273,35419683.2368691,28675.5205976868,712893.556006476
184,3179408.42684227,8517214.11670612,1793874.70103144,896937.352742416,14387434.5973222,1357519.89677801,36131775.2134982,28695.3230152824,712091.976629063
185,3168935.69315625,8508309.96238522,1794197.91238936,897098.958334063,14368542.5262649,1386225.29753346,36842829.0151741,28705.4007554476,711053.801675871
186,3157398.20277872,8496505.69866842,1793903.60717168,896951.805641337,14344759.3142601,1414930.93499964,37552604.4731418,28705.6374661834,709775.457967728
187,3144791.3159768,8481791.38558274,1792989.56892353,896494.786436667,14316067.0569197,1443626.90710774,38260859.6775876,28695.9721080954,708255.204445802
188,3131118.75039859,8464172.45913057,1791456.3901978,895728.196996366,14282475.7967233,1472303.29931793,38967352.5626034,28676.3922101932,706492.885015823
